artifact,f1_min,f2_min,f3_min,f4_min,f5_min,f6_min,f7_min,f8_min,f9_min,f10_min,node_id_min,f1_max,f2_max,f3_max,f4_max,f5_max,f6_max,f7_max,f8_max,f9_max,f10_max,node_id_max,f1_mean,f2_mean,f3_mean,f4_mean,f5_mean,f6_mean,f7_mean,f8_mean,f9_mean,f10_mean
artifact1390,1690,1690,1690,1690,1690,1690,1690,1690,1690,1690,node1,1690,1690,1690,1690,1690,1690,1690,1690,1690,1690,node9,1690,1690,1690,1690,1690,1690,1690,1690,1690,1690
artifact1391,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,node1,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,node9,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691
artifact1392,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,node1,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,node9,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692
artifact1393,1693,1693,1693,1693,1693,1693,1693,1693,1693,1693,node1,1693,1693,1693,1693,1693,1693,1693,1693,1693,1693,node9,1693,1693,1693,1693,1693,1693,1693,1693,1693,1693
artifact1394,1694,1694,1694,1694,1694,1694,1694,1694,1694,1694,node1,1694,1694,1694,1694,1694,1694,1694,1694,1694,1694,node9,1694,1694,1694,1694,1694,1694,1694,1694,1694,1694
artifact1395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,node1,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,node9,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
artifact1396,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,node1,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,node9,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696
artifact1397,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,node1,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697,node9,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697
artifact1398,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,node1,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,node9,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698
artifact1399,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,node1,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,node9,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699
artifact14,314,314,314,314,314,314,314,314,314,314,node1,314,314,314,314,314,314,314,314,314,314,node9,314,314,314,314,314,314,314,314,314,314
artifact140,440,440,440,440,440,440,440,440,440,440,node1,440,440,440,440,440,440,440,440,440,440,node9,440,440,440,440,440,440,440,440,440,440
artifact1400,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,node1,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,node9,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
artifact1401,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,node1,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,node9,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701
artifact1402,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,node1,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,node9,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702
artifact1403,1703,1703,1703,1703,1703,1703,1703,1703,1703,1703,node1,1703,1703,1703,1703,1703,1703,1703,1703,1703,1703,node9,1703,1703,1703,1703,1703,1703,1703,1703,1703,1703
artifact1404,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,node1,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,node9,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704
artifact1405,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,node1,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,node9,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705
artifact1406,1706,1706,1706,1706,1706,1706,1706,1706,1706,1706,node1,1706,1706,1706,1706,1706,1706,1706,1706,1706,1706,node9,1706,1706,1706,1706,1706,1706,1706,1706,1706,1706
artifact1407,1707,1707,1707,1707,1707,1707,1707,1707,1707,1707,node1,1707,1707,1707,1707,1707,1707,1707,1707,1707,1707,node9,1707,1707,1707,1707,1707,1707,1707,1707,1707,1707
artifact1408,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,node1,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,node9,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708
artifact1409,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,node1,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,node9,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709
artifact141,441,441,441,441,441,441,441,441,441,441,node1,441,441,441,441,441,441,441,441,441,441,node9,441,441,441,441,441,441,441,441,441,441
artifact1410,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,node1,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,node9,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710
artifact1411,1711,1711,1711,1711,1711,1711,1711,1711,1711,1711,node1,1711,1711,1711,1711,1711,1711,1711,1711,1711,1711,node9,1711,1711,1711,1711,1711,1711,1711,1711,1711,1711
artifact1412,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,node1,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,node9,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712
artifact1413,1713,1713,1713,1713,1713,1713,1713,1713,1713,1713,node1,1713,1713,1713,1713,1713,1713,1713,1713,1713,1713,node9,1713,1713,1713,1713,1713,1713,1713,1713,1713,1713
artifact1414,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,node1,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,node9,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714
artifact1415,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,node1,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,node9,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715
artifact1416,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,node1,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716,node9,1716,1716,1716,1716,1716,1716,1716,1716,1716,1716
artifact1417,1717,1717,1717,1717,1717,1717,1717,1717,1717,1717,node1,1717,1717,1717,1717,1717,1717,1717,1717,1717,1717,node9,1717,1717,1717,1717,1717,1717,1717,1717,1717,1717
artifact1418,1718,1718,1718,1718,1718,1718,1718,1718,1718,1718,node1,1718,1718,1718,1718,1718,1718,1718,1718,1718,1718,node9,1718,1718,1718,1718,1718,1718,1718,1718,1718,1718
artifact1419,1719,1719,1719,1719,1719,1719,1719,1719,1719,1719,node1,1719,1719,1719,1719,1719,1719,1719,1719,1719,1719,node9,1719,1719,1719,1719,1719,1719,1719,1719,1719,1719
artifact142,442,442,442,442,442,442,442,442,442,442,node1,442,442,442,442,442,442,442,442,442,442,node9,442,442,442,442,442,442,442,442,442,442
artifact1420,1720,1720,1720,1720,1720,1720,1720,1720,1720,1720,node1,1720,1720,1720,1720,1720,1720,1720,1720,1720,1720,node9,1720,1720,1720,1720,1720,1720,1720,1720,1720,1720
artifact1421,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,node1,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721,node9,1721,1721,1721,1721,1721,1721,1721,1721,1721,1721
artifact1422,1722,1722,1722,1722,1722,1722,1722,1722,1722,1722,node1,1722,1722,1722,1722,1722,1722,1722,1722,1722,1722,node9,1722,1722,1722,1722,1722,1722,1722,1722,1722,1722
artifact1423,1723,1723,1723,1723,1723,1723,1723,1723,1723,1723,node1,1723,1723,1723,1723,1723,1723,1723,1723,1723,1723,node9,1723,1723,1723,1723,1723,1723,1723,1723,1723,1723
artifact1424,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,node1,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,node9,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724
artifact1425,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,node1,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,node9,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725
artifact1426,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,node1,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,node9,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726
artifact1427,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,node1,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,node9,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727
artifact1428,1728,1728,1728,1728,1728,1728,1728,1728,1728,1728,node1,1728,1728,1728,1728,1728,1728,1728,1728,1728,1728,node9,1728,1728,1728,1728,1728,1728,1728,1728,1728,1728
artifact1429,1729,1729,1729,1729,1729,1729,1729,1729,1729,1729,node1,1729,1729,1729,1729,1729,1729,1729,1729,1729,1729,node9,1729,1729,1729,1729,1729,1729,1729,1729,1729,1729
artifact143,443,443,443,443,443,443,443,443,443,443,node1,443,443,443,443,443,443,443,443,443,443,node9,443,443,443,443,443,443,443,443,443,443
artifact1430,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,node1,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730,node9,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730
artifact1431,1731,1731,1731,1731,1731,1731,1731,1731,1731,1731,node1,1731,1731,1731,1731,1731,1731,1731,1731,1731,1731,node9,1731,1731,1731,1731,1731,1731,1731,1731,1731,1731
artifact1432,1732,1732,1732,1732,1732,1732,1732,1732,1732,1732,node1,1732,1732,1732,1732,1732,1732,1732,1732,1732,1732,node9,1732,1732,1732,1732,1732,1732,1732,1732,1732,1732
artifact1433,1733,1733,1733,1733,1733,1733,1733,1733,1733,1733,node1,1733,1733,1733,1733,1733,1733,1733,1733,1733,1733,node9,1733,1733,1733,1733,1733,1733,1733,1733,1733,1733
artifact1434,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,node1,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,node9,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734
artifact1435,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,node1,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,node9,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735
artifact1436,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,node1,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,node9,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736
artifact1437,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,node1,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,node9,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737
artifact1438,1738,1738,1738,1738,1738,1738,1738,1738,1738,1738,node1,1738,1738,1738,1738,1738,1738,1738,1738,1738,1738,node9,1738,1738,1738,1738,1738,1738,1738,1738,1738,1738
artifact1439,1739,1739,1739,1739,1739,1739,1739,1739,1739,1739,node1,1739,1739,1739,1739,1739,1739,1739,1739,1739,1739,node9,1739,1739,1739,1739,1739,1739,1739,1739,1739,1739
artifact144,444,444,444,444,444,444,444,444,444,444,node1,444,444,444,444,444,444,444,444,444,444,node9,444,444,444,444,444,444,444,444,444,444
artifact1440,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,node1,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,node9,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740
artifact1441,1741,1741,1741,1741,1741,1741,1741,1741,1741,1741,node1,1741,1741,1741,1741,1741,1741,1741,1741,1741,1741,node9,1741,1741,1741,1741,1741,1741,1741,1741,1741,1741
artifact1442,1742,1742,1742,1742,1742,1742,1742,1742,1742,1742,node1,1742,1742,1742,1742,1742,1742,1742,1742,1742,1742,node9,1742,1742,1742,1742,1742,1742,1742,1742,1742,1742
artifact1443,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,node1,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,node9,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743
artifact1444,1744,1744,1744,1744,1744,1744,1744,1744,1744,1744,node1,1744,1744,1744,1744,1744,1744,1744,1744,1744,1744,node9,1744,1744,1744,1744,1744,1744,1744,1744,1744,1744
artifact1445,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,node1,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,node9,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745
artifact1446,1746,1746,1746,1746,1746,1746,1746,1746,1746,1746,node1,1746,1746,1746,1746,1746,1746,1746,1746,1746,1746,node9,1746,1746,1746,1746,1746,1746,1746,1746,1746,1746
artifact1447,1747,1747,1747,1747,1747,1747,1747,1747,1747,1747,node1,1747,1747,1747,1747,1747,1747,1747,1747,1747,1747,node9,1747,1747,1747,1747,1747,1747,1747,1747,1747,1747
artifact1448,1748,1748,1748,1748,1748,1748,1748,1748,1748,1748,node1,1748,1748,1748,1748,1748,1748,1748,1748,1748,1748,node9,1748,1748,1748,1748,1748,1748,1748,1748,1748,1748
artifact1449,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749,node1,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749,node9,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749
artifact145,445,445,445,445,445,445,445,445,445,445,node1,445,445,445,445,445,445,445,445,445,445,node9,445,445,445,445,445,445,445,445,445,445
artifact1450,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,node1,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,node9,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750
artifact1451,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,node1,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,node9,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751
artifact1452,1752,1752,1752,1752,1752,1752,1752,1752,1752,1752,node1,1752,1752,1752,1752,1752,1752,1752,1752,1752,1752,node9,1752,1752,1752,1752,1752,1752,1752,1752,1752,1752
artifact1453,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,node1,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,node9,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753
artifact1454,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754,node1,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754,node9,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754
artifact1455,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,node1,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,node9,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755
artifact1456,1756,1756,1756,1756,1756,1756,1756,1756,1756,1756,node1,1756,1756,1756,1756,1756,1756,1756,1756,1756,1756,node9,1756,1756,1756,1756,1756,1756,1756,1756,1756,1756
artifact1457,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,node1,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,node9,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757
artifact1458,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758,node1,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758,node9,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758
artifact1459,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,node1,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,node9,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759
artifact146,446,446,446,446,446,446,446,446,446,446,node1,446,446,446,446,446,446,446,446,446,446,node9,446,446,446,446,446,446,446,446,446,446
artifact1460,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,node1,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,node9,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760
artifact1461,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,node1,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,node9,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761
artifact1462,1762,1762,1762,1762,1762,1762,1762,1762,1762,1762,node1,1762,1762,1762,1762,1762,1762,1762,1762,1762,1762,node9,1762,1762,1762,1762,1762,1762,1762,1762,1762,1762
artifact1463,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,node1,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,node9,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763
artifact1464,1764,1764,1764,1764,1764,1764,1764,1764,1764,1764,node1,1764,1764,1764,1764,1764,1764,1764,1764,1764,1764,node9,1764,1764,1764,1764,1764,1764,1764,1764,1764,1764
artifact1465,1765,1765,1765,1765,1765,1765,1765,1765,1765,1765,node1,1765,1765,1765,1765,1765,1765,1765,1765,1765,1765,node9,1765,1765,1765,1765,1765,1765,1765,1765,1765,1765
artifact1466,1766,1766,1766,1766,1766,1766,1766,1766,1766,1766,node1,1766,1766,1766,1766,1766,1766,1766,1766,1766,1766,node9,1766,1766,1766,1766,1766,1766,1766,1766,1766,1766
artifact1467,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,node1,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,node9,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767
artifact1468,1768,1768,1768,1768,1768,1768,1768,1768,1768,1768,node1,1768,1768,1768,1768,1768,1768,1768,1768,1768,1768,node9,1768,1768,1768,1768,1768,1768,1768,1768,1768,1768
artifact1469,1769,1769,1769,1769,1769,1769,1769,1769,1769,1769,node1,1769,1769,1769,1769,1769,1769,1769,1769,1769,1769,node9,1769,1769,1769,1769,1769,1769,1769,1769,1769,1769
artifact147,447,447,447,447,447,447,447,447,447,447,node1,447,447,447,447,447,447,447,447,447,447,node9,447,447,447,447,447,447,447,447,447,447
artifact1470,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,node1,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,node9,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770
artifact1471,1771,1771,1771,1771,1771,1771,1771,1771,1771,1771,node1,1771,1771,1771,1771,1771,1771,1771,1771,1771,1771,node9,1771,1771,1771,1771,1771,1771,1771,1771,1771,1771
artifact1472,1772,1772,1772,1772,1772,1772,1772,1772,1772,1772,node1,1772,1772,1772,1772,1772,1772,1772,1772,1772,1772,node9,1772,1772,1772,1772,1772,1772,1772,1772,1772,1772
artifact1473,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,node1,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,node9,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773
artifact1474,1774,1774,1774,1774,1774,1774,1774,1774,1774,1774,node1,1774,1774,1774,1774,1774,1774,1774,1774,1774,1774,node9,1774,1774,1774,1774,1774,1774,1774,1774,1774,1774
artifact1475,1775,1775,1775,1775,1775,1775,1775,1775,1775,1775,node1,1775,1775,1775,1775,1775,1775,1775,1775,1775,1775,node9,1775,1775,1775,1775,1775,1775,1775,1775,1775,1775
artifact1476,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,node1,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,node9,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776
artifact1477,1777,1777,1777,1777,1777,1777,1777,1777,1777,1777,node1,1777,1777,1777,1777,1777,1777,1777,1777,1777,1777,node9,1777,1777,1777,1777,1777,1777,1777,1777,1777,1777
artifact1478,1778,1778,1778,1778,1778,1778,1778,1778,1778,1778,node1,1778,1778,1778,1778,1778,1778,1778,1778,1778,1778,node9,1778,1778,1778,1778,1778,1778,1778,1778,1778,1778
artifact1479,1779,1779,1779,1779,1779,1779,1779,1779,1779,1779,node1,1779,1779,1779,1779,1779,1779,1779,1779,1779,1779,node9,1779,1779,1779,1779,1779,1779,1779,1779,1779,1779
artifact148,448,448,448,448,448,448,448,448,448,448,node1,448,448,448,448,448,448,448,448,448,448,node9,448,448,448,448,448,448,448,448,448,448
artifact1480,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,node1,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,node9,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780
artifact1481,1781,1781,1781,1781,1781,1781,1781,1781,1781,1781,node1,1781,1781,1781,1781,1781,1781,1781,1781,1781,1781,node9,1781,1781,1781,1781,1781,1781,1781,1781,1781,1781
artifact1482,1782,1782,1782,1782,1782,1782,1782,1782,1782,1782,node1,1782,1782,1782,1782,1782,1782,1782,1782,1782,1782,node9,1782,1782,1782,1782,1782,1782,1782,1782,1782,1782
artifact1483,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,node1,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,node9,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783
artifact1484,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,node1,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,node9,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784
artifact1485,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,node1,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,node9,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785
artifact1486,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,node1,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,node9,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786
artifact1487,1787,1787,1787,1787,1787,1787,1787,1787,1787,1787,node1,1787,1787,1787,1787,1787,1787,1787,1787,1787,1787,node9,1787,1787,1787,1787,1787,1787,1787,1787,1787,1787
artifact1488,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,node1,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,node9,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788
artifact1489,1789,1789,1789,1789,1789,1789,1789,1789,1789,1789,node1,1789,1789,1789,1789,1789,1789,1789,1789,1789,1789,node9,1789,1789,1789,1789,1789,1789,1789,1789,1789,1789
artifact149,449,449,449,449,449,449,449,449,449,449,node1,449,449,449,449,449,449,449,449,449,449,node9,449,449,449,449,449,449,449,449,449,449
artifact1490,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,node1,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,node9,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790
artifact1491,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,node1,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,node9,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791
artifact1492,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,node1,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,node9,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792
artifact1493,1793,1793,1793,1793,1793,1793,1793,1793,1793,1793,node1,1793,1793,1793,1793,1793,1793,1793,1793,1793,1793,node9,1793,1793,1793,1793,1793,1793,1793,1793,1793,1793
artifact1494,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794,node1,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794,node9,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794
artifact1495,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,node1,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,node9,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
artifact1496,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,node1,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,node9,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796
artifact1497,1797,1797,1797,1797,1797,1797,1797,1797,1797,1797,node1,1797,1797,1797,1797,1797,1797,1797,1797,1797,1797,node9,1797,1797,1797,1797,1797,1797,1797,1797,1797,1797
artifact1498,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,node1,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,node9,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798
artifact1499,1799,1799,1799,1799,1799,1799,1799,1799,1799,1799,node1,1799,1799,1799,1799,1799,1799,1799,1799,1799,1799,node9,1799,1799,1799,1799,1799,1799,1799,1799,1799,1799
artifact15,315,315,315,315,315,315,315,315,315,315,node1,315,315,315,315,315,315,315,315,315,315,node9,315,315,315,315,315,315,315,315,315,315
artifact150,450,450,450,450,450,450,450,450,450,450,node1,450,450,450,450,450,450,450,450,450,450,node9,450,450,450,450,450,450,450,450,450,450
